Year,Rank,Song,Artist,gender
1984-01-01,32,stuck on you,lionel richie,male
1984-01-01,33,i guess thats why they call it the blues,elton john,male
1984-01-01,34,she bop,cyndi lauper,female
1984-01-01,35,borderline,madonna,female
1984-01-01,36,sunglasses at night,corey hart,male
1984-01-01,37,eyes without a face,billy idol,male
1984-01-01,38,here comes the rain again,eurythmics,
1984-01-01,39,uptown girl,billy joel,male
1984-01-01,40,sister christian,night ranger,
1984-01-01,41,drive,the cars,
1984-01-01,42,twist of fate,olivia newtonjohn,female
1984-01-01,43,union of the snake,duran duran,
1984-01-01,44,the heart of rock  roll,huey lewis and the news,
1984-01-01,45,hard habit to break,chicago,
1984-01-01,46,the warrior,scandal,
1984-01-01,47,if ever youre in my arms again,peabo bryson,male
1984-01-01,48,automatic,pointer sisters,
1984-01-01,49,let the music play,shannon,female
1984-01-01,50,to all the girls ive loved before,julio iglesias and willie nelson,
1984-01-01,51,caribbean queen,billy ocean,male
1984-01-01,52,thats all,genesis,
1984-01-01,53,running with the night,lionel richie,male
1984-01-01,54,sad songs say so much,elton john,male
1984-01-01,55,i want a new drug,huey lewis and the news,
1984-01-01,56,islands in the stream,kenny rogers and dolly parton,
1984-01-01,57,love is a battlefield,pat benatar,female
1984-01-01,58,infatuation,rod stewart,male
1984-01-01,59,almost paradise,mike reno and ann wilson,
1984-01-01,60,legs,zz top,
1984-01-01,61,state of shock,the jacksons,
1984-01-01,62,love somebody,rick springfield,male
1984-01-01,63,miss me blind,culture club,
1984-01-01,64,if this is it,huey lewis and the news,
1984-01-01,65,you might think,the cars,
1984-01-01,66,lucky star,madonna,female
1984-01-01,67,cover me,bruce springsteen,male
1984-01-01,68,cum on feel the noize,quiet riot,
1984-01-01,69,breakdance,irene cara,female
1984-01-01,70,adult education,daryl hall  john oates,
1984-01-01,71,they dont know,tracey ullman,female
1984-01-01,72,an innocent man,billy joel,male
1984-01-01,73,cruel summer,bananarama,
1984-01-01,74,dance hall days,wang chung,
1984-01-01,75,give it up,kc  the sunshine band,
1984-01-01,76,im so excited,the pointer sisters,
1984-01-01,77,i still cant get over loving you,ray parker jr,male
1984-01-01,78,thriller,michael jackson,male
1984-01-01,79,holiday,madonna,female
1984-01-01,80,breakin theres no stopping us,ollie  jerry,
1984-01-01,81,nobody told me,john lennon,male
1984-01-01,82,church of the poison mind,culture club,
1984-01-01,83,think of laura,christopher cross,male
1984-01-01,84,time will reveal,debarge,
1984-01-01,85,wrapped around your finger,the police,
1984-01-01,86,pink houses,john cougar mellencamp,
1984-01-01,87,round and round,ratt,
1984-01-01,88,head over heels,the gogos,
1984-01-01,89,the longest time,billy joel,male
1984-01-01,90,tonight,kool  the gang,
1984-01-01,91,got a hold on me,christine mcvie,female
1984-01-01,92,dancing in the sheets,shalamar,
1984-01-01,93,undercover of the night,the rolling stones,
1984-01-01,94,on the dark side,john cafferty  the beaver brown band,
1984-01-01,95,new moon on monday,duran duran,
1984-01-01,96,major tom coming home,peter schilling,
1984-01-01,97,magic,the cars,
1984-01-01,98,when you close your eyes,night ranger,
1984-01-01,99,rock me tonite,billy squier,male
1984-01-01,100,yah mo b there,james ingram and michael mcdonald,
1985-01-01,1,careless whisper,wham featuring george michael,
1985-01-01,2,like a virgin,madonna,female
1985-01-01,3,wake me up before you gogo,wham,
1985-01-01,4,i want to know what love is,foreigner,
1985-01-01,5,i feel for you,chaka khan,female
1985-01-01,6,out of touch,daryl hall  john oates,
1985-01-01,7,everybody wants to rule the world,tears for fears,
1985-01-01,8,money for nothing,dire straits,
1985-01-01,9,crazy for you,madonna,female
1985-01-01,10,take on me,aha,
1985-01-01,11,everytime you go away,paul young,male
1985-01-01,12,easy lover,philip bailey and phil collins,
1985-01-01,13,cant fight this feeling,reo speedwagon,
1985-01-01,14,we built this city,starship,
1985-01-01,15,the power of love,huey lewis and the news,
1985-01-01,16,dont you forget about me,simple minds,
1985-01-01,17,cherish,kool  the gang,
1985-01-01,18,st elmos fire man in motion,john parr,male
1985-01-01,19,the heat is on,glenn frey,male
1985-01-01,20,we are the world,usa for africa,
1985-01-01,21,shout,tears for fears,
1985-01-01,22,parttime lover,stevie wonder,male
1985-01-01,23,saving all my love for you,whitney houston,female
1985-01-01,24,heaven,bryan adams,male
1985-01-01,25,everything she wants,wham,
1985-01-01,26,cool it now,new edition,
1985-01-01,27,miami vice theme,jan hammer,
1985-01-01,28,loverboy,billy ocean,male
1985-01-01,29,lovergirl,teena marie,female
1985-01-01,30,you belong to the city,glenn frey,male
1985-01-01,31,oh sheila,ready for the world,
1985-01-01,32,rhythm of the night,debarge,
1985-01-01,33,one more night,phil collins,male
1985-01-01,34,sea of love,the honeydrippers,
1985-01-01,35,a view to a kill,duran duran,
1985-01-01,36,the wild boys,duran duran,
1985-01-01,37,youre the inspiration,chicago,
1985-01-01,38,neutron dance,the pointer sisters,
1985-01-01,39,we belong,pat benatar,female
1985-01-01,40,nightshift,commodores,
1985-01-01,41,things can only get better,howard jones,male
1985-01-01,42,all i need,jack wagner,male
1985-01-01,43,freeway of love,aretha franklin,female
1985-01-01,44,never surrender,corey hart,male
1985-01-01,45,sussudio,phil collins,male
1985-01-01,46,strut,sheena easton,female
1985-01-01,47,you give good love,whitney houston,female
1985-01-01,48,the search is over,survivor,
1985-01-01,49,missing you,diana ross,female
1985-01-01,50,separate lives,phil collins and marilyn martin,
1985-01-01,51,raspberry beret,prince and the revolution,
1985-01-01,52,suddenly,billy ocean,male
1985-01-01,53,the boys of summer,don henley,male
1985-01-01,54,one night in bangkok,murray head,male
1985-01-01,55,if you love somebody set them free,sting,male
1985-01-01,56,obsession,animotion,
1985-01-01,57,we dont need another hero,tina turner,female
1985-01-01,58,material girl,madonna,female
1985-01-01,59,better be good to me,tina turner,female
1985-01-01,60,head over heels,tears for fears,
1985-01-01,61,axel f,harold faltermeyer,
1985-01-01,62,smooth operator,sade,female
1985-01-01,63,in my house,mary jane girls,
1985-01-01,64,dont lose my number,phil collins,male
1985-01-01,65,all through the night,cyndi lauper,female
1985-01-01,66,run to you,bryan adams,male
1985-01-01,67,glory days,bruce springsteen,male
1985-01-01,68,voices carry,til tuesday,
1985-01-01,69,misled,kool  the gang,
1985-01-01,70,would i lie to you,eurythmics,
1985-01-01,71,be near me,abc,
1985-01-01,72,no more lonely nights,paul mccartney,male
1985-01-01,73,i cant hold back,survivor,
1985-01-01,74,summer of 69,bryan adams,male
1985-01-01,75,walking on sunshine,katrina and the waves,
1985-01-01,76,freedom,wham,
1985-01-01,77,too late for goodbyes,julian lennon,male
1985-01-01,78,valotte,julian lennon,male
1985-01-01,79,some like it hot,power station,
1985-01-01,80,solid,ashford  simpson,
1985-01-01,81,angel,madonna,female
1985-01-01,82,im on fire,bruce springsteen,male
1985-01-01,83,method of modern love,daryl hall  john oates,
1985-01-01,84,lay your hands on me,thompson twins,
1985-01-01,85,whos holding donna now,debarge,
1985-01-01,86,lonely ol night,john cougar mellencamp,
1985-01-01,87,what about love,heart,
1985-01-01,88,california girls,david lee roth,male
1985-01-01,89,fresh,kool  the gang,
1985-01-01,90,do what you do,jermaine jackson,male
1985-01-01,91,jungle love,the time,
1985-01-01,92,born in the usa,bruce springsteen,male
1985-01-01,93,private dancer,tina turner,female
1985-01-01,94,whos zoomin who,aretha franklin,female
1985-01-01,95,fortress around your heart,sting,male
1985-01-01,96,penny lover,lionel richie,male
1985-01-01,97,all she wants to do is dance,don henley,male
1985-01-01,98,dress you up,madonna,female
1985-01-01,99,sentimental street,night ranger,
1985-01-01,100,sugar walls,sheena easton,female
1986-01-01,1,thats what friends are for,dionne and friends dionne warwick gladys knight elton john and stevie wonder,
1986-01-01,2,say you say me,lionel richie,male
1986-01-01,3,i miss you,klymaxx,
1986-01-01,4,on my own,patti labelle and michael mcdonald,
1986-01-01,5,broken wings,mr mister,
1986-01-01,6,how will i know,whitney houston,female
1986-01-01,7,party all the time,eddie murphy,male
1986-01-01,8,burning heart,survivor,
1986-01-01,9,kyrie,mr mister,
1986-01-01,10,addicted to love,robert palmer,male
1986-01-01,11,greatest love of all,whitney houston,female
1986-01-01,12,secret lovers,atlantic starr,
1986-01-01,13,friends and lovers,gloria loring and carl anderson,
1986-01-01,14,glory of love,peter cetera,male
1986-01-01,15,west end girls,pet shop boys,
1986-01-01,16,therell be sad songs to make you cry,billy ocean,male
1986-01-01,17,alive and kicking,simple minds,
1986-01-01,18,never,heart,
1986-01-01,19,kiss,prince and the revolution,
1986-01-01,20,higher love,steve winwood,male
1986-01-01,21,stuck with you,huey lewis and the news,
1986-01-01,22,holding back the years,simply red,
1986-01-01,23,sledgehammer,peter gabriel,male
1986-01-01,24,sara,starship,
1986-01-01,25,human,the human league,
1986-01-01,26,i cant wait,nu shooz,
1986-01-01,27,take my breath away,berlin,
1986-01-01,28,rock me amadeus,falco,
1986-01-01,29,papa dont preach,madonna,female
1986-01-01,30,you give love a bad name,bon jovi,
1986-01-01,31,when the going gets tough the tough get going,billy ocean,male
1986-01-01,32,when i think of you,janet jackson,female
1986-01-01,33,these dreams,heart,
1986-01-01,34,dont forget me when im gone,glass tiger,
1986-01-01,35,live to tell,madonna,female
1986-01-01,36,mad about you,belinda carlisle,female
1986-01-01,37,something about you,level 42,
1986-01-01,38,venus,bananarama,
1986-01-01,39,dancing on the ceiling,lionel richie,male
1986-01-01,40,conga,miami sound machine,
1986-01-01,41,true colors,cyndi lauper,female
1986-01-01,42,danger zone,kenny loggins,male
1986-01-01,43,what have you done for me lately,janet jackson,female
1986-01-01,44,no one is to blame,howard jones,male
1986-01-01,45,lets go all the way,sly fox,
1986-01-01,46,i didnt mean to turn you on,robert palmer,male
1986-01-01,47,words get in the way,miami sound machine,
1986-01-01,48,manic monday,the bangles,
1986-01-01,49,walk of life,dire straits,
1986-01-01,50,amanda,boston,
1986-01-01,51,two of hearts,stacey q,female
1986-01-01,52,crush on you,the jets,
1986-01-01,53,if you leave,orchestral manoeuvres in the dark,
1986-01-01,54,invisible touch,genesis,
1986-01-01,55,the sweetest taboo,sade,female
1986-01-01,56,what you need,inxs,
1986-01-01,57,talk to me,stevie nicks,female
1986-01-01,58,nasty,janet jackson,female
1986-01-01,59,take me home tonight,eddie money,male
1986-01-01,60,we dont have to take our clothes off,jermaine stewart,male
1986-01-01,61,all cried out,lisa lisa and cult jam,
1986-01-01,62,your love,the outfield,
1986-01-01,63,im your man,wham,
1986-01-01,64,perfect way,scritti politti,
1986-01-01,65,living in america,james brown,male
1986-01-01,66,rock in the usa,john cougar mellencamp,
1986-01-01,67,whos johnny,el debarge,male
1986-01-01,68,word up,cameo,
1986-01-01,69,why cant this be love,van halen,
1986-01-01,70,silent running on dangerous ground,mike  the mechanics,
1986-01-01,71,typical male,tina turner,female
1986-01-01,72,small town,john cougar mellencamp,
1986-01-01,73,tarzan boy,baltimora,
1986-01-01,74,all i need is a miracle,mike  the mechanics,
1986-01-01,75,sweet freedom,michael mcdonald,male
1986-01-01,76,true blue,madonna,female
1986-01-01,77,rumors,timex social club,
1986-01-01,78,life in a northern town,dream academy,
1986-01-01,79,bad boy,miami sound machine,
1986-01-01,80,sleeping bag,zz top,
1986-01-01,81,tonight she comes,the cars,
1986-01-01,82,love touch,rod stewart,male
1986-01-01,83,a love bizarre,sheila e,female
1986-01-01,84,throwing it all away,genesis,
1986-01-01,85,baby love,regina,
1986-01-01,86,election day,arcadia,
1986-01-01,87,nikita,elton john,male
1986-01-01,88,take me home,phil collins,male
1986-01-01,89,walk this way,rundmc,
1986-01-01,90,sweet love,anita baker,female
1986-01-01,91,your wildest dreams,moody blues,
1986-01-01,92,spies like us,paul mccartney,male
1986-01-01,93,object of my desire,starpoint,
1986-01-01,94,dreamtime,daryl hall,male
1986-01-01,95,tender love,force mds,
1986-01-01,96,king for a day,thompson twins,
1986-01-01,97,love will conquer all,lionel richie,male
1986-01-01,98,a different corner,george michael,male
1986-01-01,99,ill be over you,toto,
1986-01-01,100,go home,stevie wonder,male
1987-01-01,1,walk like an egyptian,the bangles,
1987-01-01,2,alone,heart,
1987-01-01,3,shake you down,gregory abbott,male
1987-01-01,4,i wanna dance with somebody who loves me,whitney houston,female
1987-01-01,5,nothings gonna stop us now,starship,
1987-01-01,6,cest la vie,robbie nevil,male
1987-01-01,7,here i go again,whitesnake,
1987-01-01,8,the way it is,bruce hornsby and the range,
1987-01-01,9,shakedown,bob seger,male
1987-01-01,10,livin on a prayer,bon jovi,
1987-01-01,11,la bamba,los lobos,
1987-01-01,12,everybody have fun tonight,wang chung,
1987-01-01,13,dont dream its over,crowded house,
1987-01-01,14,always,atlantic starr,
1987-01-01,15,with or without you,u2,
1987-01-01,16,looking for a new love,jody watley,female
1987-01-01,17,head to toe,lisa lisa and cult jam,
1987-01-01,18,i think were alone now,tiffany,
1987-01-01,19,mony mony,billy idol,male
1987-01-01,20,at this moment,billy vera and the beaters,
1987-01-01,21,the lady in red,chris de burgh,male
1987-01-01,22,didnt we almost have it all,whitney houston,female
1987-01-01,23,i still havent found what im looking for,u2,
1987-01-01,24,i want your sex,george michael,male
1987-01-01,25,notorious,duran duran,
1987-01-01,26,only in my dreams,debbie gibson,female
1987-01-01,27,ive had the time of my life,bill medley and jennifer warnes,
1987-01-01,28,the next time i fall,peter cetera and amy grant,
1987-01-01,29,lean on me,club nouveau,
1987-01-01,30,open your heart,madonna,female
1987-01-01,31,lost in emotion,lisa lisa and cult jam,
1987-01-01,32,i just died in your arms,cutting crew,
1987-01-01,33,heart and soul,tpau,
1987-01-01,34,you keep me hangin on,kim wilde,female
1987-01-01,35,keep your hands to yourself,georgia satellites,
1987-01-01,36,i knew you were waiting for me,aretha franklin and george michael,
1987-01-01,37,control,janet jackson,female
1987-01-01,38,u got the look,prince,male
1987-01-01,39,somewhere out there,linda ronstadt and james ingram,
1987-01-01,40,land of confusion,genesis,
1987-01-01,41,jacobs ladder,huey lewis and the news,
1987-01-01,42,whos that girl,madonna,female
1987-01-01,43,you got it all,the jets,
1987-01-01,44,touch me i want your body,samantha fox,female
1987-01-01,45,i just cant stop loving you,michael jackson with siedah garrett,
1987-01-01,46,causing a commotion,madonna,female
1987-01-01,47,in too deep,genesis,
1987-01-01,48,lets wait awhile,janet jackson,female
1987-01-01,49,hip to be square,huey lewis and the news,
1987-01-01,50,will you still love me,chicago,
1987-01-01,51,little lies,fleetwood mac,
1987-01-01,52,luka,suzanne vega,female
1987-01-01,53,i heard a rumour,bananarama,
1987-01-01,54,dont mean nothing,richard marx,male
1987-01-01,55,songbird,kenny g,
1987-01-01,56,carrie,europe,
1987-01-01,57,dont disturb this groove,the system,
1987-01-01,58,la isla bonita,madonna,female
1987-01-01,59,bad,michael jackson,male
1987-01-01,60,sign o the times,prince,male
1987-01-01,61,change of heart,cyndi lauper,female
